site	ind	dep	BF
VTR2Bb.tr1_285	-115.373261	-121.717726	-12.68893
VTR2Bb.tr1_286	-115.820264	-123.428929	-15.21733
VTR2Bb.tr1_288	-115.393556	-124.250803	-17.714494
VTR2Bb.tr1_28	-115.682912	-122.597069	-13.828314
VTR2Bb.tr1_292	-116.115128	-123.748009	-15.265762
VTR2Bb.tr1_29	-115.186473	-121.553194	-12.733442
VTR2Bb.tr1_2	-116.183405	-123.877098	-15.387386
VTR2Bb.tr1_300	-131.619031	-143.97959	-24.721118
VTR2Bb.tr1_309	-124.003918	-131.682894	-15.357952
VTR2Bb.tr1_312	-129.64818	-142.612735	-25.92911
VTR2Bb.tr1_315	-133.844307	-142.840696	-17.992778
VTR2Bb.tr1_316	-133.755413	-143.703797	-19.896768
VTR2Bb.tr1_324	-132.459864	-139.030228	-13.140728
VTR2Bb.tr1_32	-115.418531	-120.813565	-10.790068
VTR2Bb.tr1_336	-120.396832	-127.25117	-13.708676
VTR2Bb.tr1_341	-127.987993	-136.413383	-16.85078
VTR2Bb.tr1_342	-120.331503	-125.811119	-10.959232
VTR2Bb.tr1_345	-128.543531	-138.764871	-20.44268
VTR2Bb.tr1_348	-134.018038	-144.066669	-20.097262
VTR2Bb.tr1_34	-125.859724	-136.236486	-20.753524
VTR2Bb.tr1_353	-113.517246	-120.416767	-13.799042
VTR2Bb.tr1_354	-116.046801	-121.293278	-10.492954
VTR2Bb.tr1_357	-121.526968	-128.130266	-13.206596
VTR2Bb.tr1_359	-132.002887	-143.148269	-22.290764
VTR2Bb.tr1_35	-123.734977	-131.406499	-15.343044
VTR2Bb.tr1_362	-115.469438	-122.419059	-13.899242
VTR2Bb.tr1_363	-129.11189	-137.261709	-16.299638
VTR2Bb.tr1_366	-141.645272	-154.804937	-26.31933
VTR2Bb.tr1_368	-115.505699	-123.878143	-16.744888
VTR2Bb.tr1_370	-110.413585	-117.792056	-14.756942
VTR2Bb.tr1_373	-133.313132	-143.371916	-20.117568
VTR2Bb.tr1_374	-116.436522	-123.308856	-13.744668
VTR2Bb.tr1_375	-115.121984	-123.90597	-17.567972
VTR2Bb.tr1_378	-115.113954	-121.932938	-13.637968
VTR2Bb.tr1_380	-127.558391	-136.451871	-17.78696
VTR2Bb.tr1_39	-115.670188	-122.59799	-13.855604
VTR2Bb.tr1_3	-109.73751	-116.949605	-14.42419
VTR2Bb.tr1_40	-119.748105	-127.139286	-14.782362
VTR2Bb.tr1_41	-132.3272	-143.452381	-22.250362
VTR2Bb.tr1_43	-115.769083	-122.631015	-13.723864
VTR2Bb.tr1_44	-128.855304	-134.752356	-11.794104
VTR2Bb.tr1_45	-145.219903	-158.800114	-27.160422
VTR2Bb.tr1_46	-115.583252	-121.845172	-12.52384
VTR2Bb.tr1_4	-121.065743	-129.569534	-17.007582
VTR2Bb.tr1_50	-130.944239	-274.950428	-288.012378
VTR2Bb.tr1_51	-115.726268	-122.027677	-12.602818
VTR2Bb.tr1_52	-126.58076	-140.181821	-27.202122
VTR2Bb.tr1_55	-116.093062	-122.853651	-13.521178
VTR2Bb.tr1_59	-123.69418	-131.451278	-15.514196
VTR2Bb.tr1_5	-115.810487	-121.678505	-11.736036
VTR2Bb.tr1_62	-115.765225	-123.372666	-15.214882
VTR2Bb.tr1_63	-124.015044	-131.379595	-14.729102
VTR2Bb.tr1_64	-131.298753	-139.476675	-16.355844
VTR2Bb.tr1_68	-121.099731	-127.936264	-13.673066
VTR2Bb.tr1_73	-115.267951	-121.877233	-13.218564
VTR2Bb.tr1_74	-116.044506	-123.652253	-15.215494
VTR2Bb.tr1_75	-115.598007	-121.406379	-11.616744
VTR2Bb.tr1_82	-116.532006	-122.565202	-12.066392
VTR2Bb.tr1_8	-115.912923	-121.185466	-10.545086
VTR2Bb.tr1_9	-120.182473	-126.614091	-12.863236
VTR2Bb.tr2_100	-115.587088	-122.413556	-13.652936
VTR2Bb.tr2_101	-115.332672	-122.520163	-14.374982
VTR2Bb.tr2_109	-115.948819	-123.035404	-14.17317
VTR2Bb.tr2_10	-145.065832	-156.300069	-22.468474
VTR2Bb.tr2_112	-127.041067	-139.417084	-24.752034
VTR2Bb.tr2_115	-115.621548	-122.190013	-13.13693
VTR2Bb.tr2_11	-116.18824	-121.551252	-10.726024
VTR2Bb.tr2_131	-127.392274	-140.379696	-25.974844
VTR2Bb.tr2_132	-115.664475	-123.296532	-15.264114
VTR2Bb.tr2_133	-115.611174	-122.792852	-14.363356
VTR2Bb.tr2_134	-119.946712	-126.586089	-13.278754
VTR2Bb.tr2_139	-126.045538	-138.535654	-24.980232
VTR2Bb.tr2_141	-116.041112	-123.259857	-14.43749
VTR2Bb.tr2_142	-127.80625	-140.241431	-24.870362
VTR2Bb.tr2_145	-110.175981	-116.521249	-12.690536
VTR2Bb.tr2_147	-115.265482	-123.040888	-15.550812
VTR2Bb.tr2_15	-130.675474	-147.216879	-33.08281
VTR2Bb.tr2_163	-116.505142	-124.560226	-16.110168
VTR2Bb.tr2_165	-115.097903	-124.036156	-17.876506
VTR2Bb.tr2_16	-115.528325	-122.876761	-14.696872
VTR2Bb.tr2_170	-115.171717	-121.830422	-13.31741
VTR2Bb.tr2_172	-115.996893	-123.667076	-15.340366
VTR2Bb.tr2_17	-127.140626	-137.823195	-21.365138
VTR2Bb.tr2_192	-110.158073	-117.602073	-14.888
VTR2Bb.tr2_193	-115.249482	-121.81596	-13.132956
VTR2Bb.tr2_195	-127.811999	-138.681307	-21.738616
VTR2Bb.tr2_196	-115.529304	-121.352713	-11.646818
VTR2Bb.tr2_197	-120.929736	-126.993572	-12.127672
VTR2Bb.tr2_199	-115.675268	-123.483435	-15.616334
VTR2Bb.tr2_200	-115.732762	-121.427417	-11.38931
VTR2Bb.tr2_208	-124.717205	-132.359482	-15.284554
VTR2Bb.tr2_20	-115.930275	-121.996693	-12.132836
VTR2Bb.tr2_214	-114.226935	-120.020264	-11.586658
VTR2Bb.tr2_215	-120.150747	-126.606831	-12.912168
VTR2Bb.tr2_216	-120.312978	-127.24082	-13.855684
VTR2Bb.tr2_219	-110.146643	-116.00671	-11.720134
VTR2Bb.tr2_221	-114.86504	-123.002288	-16.274496
VTR2Bb.tr2_224	-120.06075	-127.721957	-15.322414
VTR2Bb.tr2_225	-147.77214	-243.714723	-191.885166
VTR2Bb.tr2_226	-120.464879	-128.028523	-15.127288
VTR2Bb.tr2_228	-120.264973	-126.815716	-13.101486
VTR2Bb.tr2_233	-128.660986	-137.191385	-17.060798
VTR2Bb.tr2_236	-129.224127	-138.77826	-19.108266
VTR2Bb.tr2_237	-116.233206	-123.860099	-15.253786
VTR2Bb.tr2_248	-115.26601	-123.064264	-15.596508
VTR2Bb.tr2_249	-110.63018	-118.078295	-14.89623
VTR2Bb.tr2_24	-124.119162	-131.832147	-15.42597
VTR2Bb.tr2_250	-115.602244	-123.159462	-15.114436
VTR2Bb.tr2_251	-115.664674	-122.51566	-13.701972
VTR2Bb.tr2_253	-115.604132	-122.835977	-14.46369
VTR2Bb.tr2_257	-115.815814	-123.672744	-15.71386
VTR2Bb.tr2_265	-133.020994	-144.87716	-23.712332
VTR2Bb.tr2_274	-124.25857	-132.03558	-15.55402
VTR2Bb.tr2_277	-129.872665	-143.073613	-26.401896
VTR2Bb.tr2_27	-115.180319	-123.254717	-16.148796
VTR2Bb.tr2_280	-134.155097	-142.772578	-17.234962
VTR2Bb.tr2_281	-133.96741	-145.021375	-22.10793
VTR2Bb.tr2_289	-132.116656	-140.479028	-16.724744
VTR2Bb.tr2_28	-124.594627	-131.546115	-13.902976
VTR2Bb.tr2_29	-131.527228	-138.187424	-13.320392
VTR2Bb.tr2_301	-120.687251	-126.335958	-11.297414
VTR2Bb.tr2_306	-128.4732	-136.111602	-15.276804
VTR2Bb.tr2_307	-121.106075	-126.126378	-10.040606
VTR2Bb.tr2_310	-128.646987	-140.761344	-24.228714
VTR2Bb.tr2_313	-133.932247	-144.167428	-20.470362
VTR2Bb.tr2_318	-113.390636	-120.11626	-13.451248
VTR2Bb.tr2_319	-115.894304	-121.974587	-12.160566
VTR2Bb.tr2_322	-119.991919	-127.360684	-14.73753
VTR2Bb.tr2_324	-130.304249	-143.063052	-25.517606
VTR2Bb.tr2_327	-115.916847	-122.08053	-12.327366
VTR2Bb.tr2_328	-129.702512	-137.2885	-15.171976
VTR2Bb.tr2_331	-141.568595	-154.205802	-25.274414
VTR2Bb.tr2_333	-115.586375	-122.53024	-13.88773
VTR2Bb.tr2_335	-110.34937	-118.429432	-16.160124
VTR2Bb.tr2_338	-135.054391	-143.109215	-16.109648
VTR2Bb.tr2_339	-115.487181	-122.954395	-14.934428
VTR2Bb.tr2_33	-120.046318	-127.124155	-14.155674
VTR2Bb.tr2_340	-115.450501	-122.935076	-14.96915
VTR2Bb.tr2_343	-115.68194	-121.18003	-10.99618
VTR2Bb.tr2_345	-126.488058	-135.198925	-17.421734
VTR2Bb.tr2_38	-115.525808	-124.112391	-17.173166
VTR2Bb.tr2_39	-115.853699	-123.657761	-15.608124
VTR2Bb.tr2_40	-115.977934	-122.108456	-12.261044
VTR2Bb.tr2_47	-115.521396	-122.278838	-13.514884
VTR2Bb.tr2_4	-115.299171	-123.671146	-16.74395
VTR2Bb.tr2_5	-120.729116	-126.322298	-11.186364
VTR2Bb.tr2_66	-115.422951	-122.477698	-14.109494
VTR2Bb.tr2_67	-115.96407	-123.105463	-14.282786
VTR2Bb.tr2_69	-115.175318	-121.701093	-13.05155
VTR2Bb.tr2_6	-132.455126	-142.736659	-20.563066
VTR2Bb.tr2_83	-115.488889	-122.938545	-14.899312
VTR2Bb.tr2_84	-123.913171	-131.229357	-14.632372
VTR2Bb.tr2_8	-115.671516	-122.435802	-13.528572
VTR2Bb.tr2_9	-128.594531	-135.238911	-13.28876
